cust_id,cust_first_name,cust_last_name,cust_username,cust_password,cust_record_create_date,mag_id,mag_name,mag_cost,mag_record_status,mag_record_create_date,prof_cust_cont_id,prof_phone,prof_zip,prof_state,prof_city,prof_street_address,prof_contact_type,prof_record_update_stamp,prof_record_status,prof_start_date,prof_end_date,sub_id,sub_num_mags_mailed,sub_payment_completed,sub_start_date,sub_end_date,pay_id,pay_amount,pay_type,pay_date,pay_card_num,pay_card_code,pay_record_create_date,category,
320,James,Papen,rK^4-James,BhB9,2017-03-02,320,warped-wall,12.19,0,2005-05-05,320,546-742-8154,94043,CA,Mountain View,369 Ruth Avenue,0,2011-07-02,0,2009-05-28,2013-08-15,320,2,0,2001-05-19,2003-12-09,320,58.28,0,2004-06-27,4485317069803421,1587,2010-07-20,infrastructure,
321,Blanca,Price,w6NH9-Blanca,ca5!K,2005-04-07,321,nullary-download,25.31,0,2016-05-21,321,231-625-1813,05851,VT,Lyndon,124 Rod Key Street,0,2000-12-05,0,2011-01-23,2013-01-27,321,1,0,2005-06-22,2003-05-29,321,73.52,0,2003-07-28,4929861199343562,0125,2017-06-15,web_development,
322,William,Green,k5Tb5-William,3Ay%B,2016-03-18,322,radioactive-account,29.48,0,2016-06-29,322,085-339-2636,21146,MD,Severna Park,103 Edgewater Road,0,2021-02-07,0,2018-12-23,2009-01-17,322,11,0,2005-09-13,2009-07-22,322,87.25,0,2011-01-13,4556957176927854,1677,2016-03-24,accounting,
323,Jason,Mcallen,s8vJ-Jason,W5jV,2014-06-23,323,tense-identity,20.27,0,2015-03-31,323,733-016-7085,99611,AK,Kenai,36528 Short Circle,0,2004-10-13,0,2016-09-18,2009-08-10,323,5,0,2021-12-23,2013-08-19,323,23.79,0,2004-01-13,4929020821584826,1443,2013-05-04,linear_algebra,
324,Elaine,Wolff,2(Tb-Elaine,3MlQ8,2006-04-15,324,local-futon,25.33,0,2005-05-23,324,639-477-5780,94568,CA,Dublin,6716 South Mariposa Lane,0,2009-04-24,0,2007-08-22,2017-12-13,324,14,0,2017-02-25,2017-03-22,324,61.56,0,2017-03-30,4556274554023987,8010,2002-10-08,furniture,
325,Sachiko,Rowland,Lj<0W-Sachiko,WA5aCv,2001-12-06,325,parallel-albariño,12.92,0,2012-06-26,325,830-899-2557,40205,KY,Louisville,3408 Taylorsville Road,0,2013-09-13,0,2018-05-12,2002-06-15,325,6,0,2008-03-16,2000-05-05,325,29.32,0,2016-09-18,4556662489841574,5360,2001-07-25,wine,
326,James,Rose,1F07Zj-James,4InEN,2015-03-13,326,adjacent-investor,20.84,0,2005-02-17,326,055-956-6113,40243,KY,Louisville,208 Kinnaird Lane,0,2019-03-06,0,2000-02-02,2006-12-17,326,4,0,2009-02-09,2011-03-10,326,43.52,0,2012-04-10,4916784130999281,5857,2010-05-16,startups,
327,George,Andre,n&2l3K-George,tK0Y,2010-01-27,327,friendly-duplex,29.3,0,2006-07-02,327,231-645-5710,85306,AZ,Glendale,6407 West Monte Cristo Avenue,0,2016-09-12,0,2013-12-10,2000-03-18,327,1,0,2004-05-12,2013-11-30,327,63.41,0,2001-11-08,4556493075573615,6668,2016-01-16,phones,
328,Thomas,Deremer,f9Yas7-Thomas,bk6Yq,2006-08-21,328,fast-acquisition,28.58,0,2010-11-24,328,183-685-8444,72703,AR,Fayetteville,2027 North Shannon Drive,0,2021-05-11,0,2020-11-25,2014-09-20,328,0,0,2007-05-31,2015-11-11,328,41.74,0,2015-12-07,4485385852810937,3230,2007-01-01,startups,
329,Gerald,Farmer,8Q$iF-Gerald,s8Y5,2001-11-20,329,corn-ash,11.46,0,2009-11-18,329,876-111-1578,80005,CO,Arvada,12438 West 83rd Avenue,0,2019-06-24,0,2017-02-21,2020-06-01,329,8,0,2015-08-23,2009-01-15,329,89.38,0,2011-11-10,4929380957603133,7546,2010-04-28,wood,
330,Claude,Richardson,d2uP-Claude,p4T63t,2016-01-01,330,flat-similarity,18.82,0,2004-03-15,330,586-010-5140,01915,MA,Beverly,22 Charnock Street,0,2020-03-02,0,2013-12-31,2020-06-17,330,6,0,2014-03-30,2002-01-05,330,67.63,0,2019-07-16,4916421205589800,0412,2006-10-14,linear_algebra,
331,Anthony,Barnwell,TJXUn4-Anthony,Gp9CKQ,2003-07-22,331,claret-decay,15.52,0,2021-05-07,331,847-443-1142,99515,AK,Anchorage,3404 Lakeside Drive,0,2012-09-16,0,2004-06-15,2020-11-19,331,17,0,2016-03-15,2021-10-10,331,14.97,0,2006-03-13,4485685046615211,5813,2001-03-19,chemistry,
332,Emily,Mckeane,g)9O-Emily,wDm2,2011-07-15,332,antique-artifact,10.86,0,2017-04-01,332,790-731-6395,40242,KY,Lyndon,1726 Bridgeview Lane,0,2001-06-19,0,2016-07-26,2013-03-03,332,4,0,2011-04-23,2018-05-29,332,24.52,0,2008-08-05,4916302937507809,4050,2003-05-27,history,
333,Celeste,Walden,d0dNVR-Celeste,iU36y,2010-02-10,333,relaxed-angel,29.79,0,2011-07-30,333,970-121-7165,20003,DC,Washington,1508 Massachusetts Avenue Southeast,0,2017-03-15,0,2019-11-17,2019-04-19,333,8,0,2017-03-02,2013-01-13,333,56.34,0,2012-07-18,4716031876349269,4846,2012-12-28,ghosts,
334,Laura,Faulkner,CaX5U=-Laura,jE2EM,2019-07-28,334,chromatic-rottweiler,15.0,0,2011-04-23,334,947-441-9448,93546,CA,Mammoth Lakes,201 Juniper Springs Drive,0,2021-07-20,0,2009-08-24,2002-10-16,334,5,0,2008-10-17,2017-07-15,334,75.68,0,2007-04-10,4556577297105188,5035,2016-05-20,dogs,
335,Gloria,Martinez,j2rY-Gloria,Z04p,2002-12-29,335,acute-ravelin,24.87,0,2009-01-11,335,165-926-1136,85303,AZ,Glendale,7910 West Krall Street,0,2008-04-26,0,2011-05-27,2014-11-11,335,3,0,2010-05-01,2002-02-22,335,29.82,0,2019-12-25,4532448295634687,6367,2004-04-05,fortifications,
336,George,Smoot,Zbm5-George,4qqRE,2001-06-15,336,minimum-turmeric,25.26,0,2004-04-08,336,650-848-5067,72703,AR,Fayetteville,2723 East Joyce Boulevard,0,2000-08-20,0,2017-12-17,2007-08-16,336,11,0,2007-05-05,2018-07-10,336,50.36,0,2019-06-01,4916337660399651,4166,2020-09-03,seasonings,
337,Harold,Opheim,5*nA(-Harold,hAwWA5,2018-02-20,337,damp-chinon,22.52,0,2010-07-08,337,507-849-6211,01040,MA,Holyoke,475 Maple Street,0,2005-07-21,0,2020-02-24,2021-02-22,337,2,0,2019-12-22,2002-07-28,337,96.27,0,2013-02-18,4716780689647711,8408,2020-02-04,wine,
338,Michele,Elliott,yH.2-Michele,-hrt5D,2015-05-17,338,pizzicato-mirror,24.47,0,2004-08-23,338,732-428-5734,37218,TN,Nashville,4308 Princess Lane,0,2003-10-13,0,2014-11-04,2019-08-11,338,16,0,2001-09-30,2000-11-11,338,38.14,0,2016-01-16,4027343347087798,6664,2001-11-03,car_parts,
339,Jeremy,Bollig,70wMA-Jeremy,YDX0d,2004-03-29,339,rectilinear-space,13.87,0,2021-08-09,339,864-153-2887,37027,TN,Brentwood,123 Villa View Court,0,2002-01-04,0,2021-04-10,2014-01-09,339,9,0,2002-11-13,2014-10-17,339,29.17,0,2014-10-19,4916723125447971,5101,2003-10-26,corporate,
340,Ricardo,Stewart,mOyVw7-Ricardo,FbU6S,2004-03-20,340,brass-century,17.16,0,2008-05-23,340,411-579-9897,32404,FL,Panama City,4911 Alameda Street,0,2019-08-04,0,2014-11-26,2020-09-05,340,5,0,2002-11-05,2000-02-17,340,36.3,0,2018-01-31,4024007164875022,0858,2007-02-07,history,
341,Amelia,Leslie,CoQ4*7-Amelia,2R6ib,2010-12-21,341,soluble-door,13.79,0,2004-09-06,341,591-960-2781,06040,CT,Manchester,200 Redwood Road,0,2005-06-06,0,2000-09-07,2017-05-19,341,19,0,2016-12-27,2009-09-10,341,33.51,0,2004-06-29,4539444882922893,2025,2007-06-15,car_parts,
342,Mark,Freeman,7d&vN-Mark,CvyA7,2014-12-15,342,timid-pinstripe,19.65,0,2000-03-21,342,594-994-1233,92869,CA,Orange,553 South Arlington Road,0,2010-08-04,0,2018-04-21,2004-04-27,342,9,0,2004-01-25,2010-10-04,342,28.01,0,2021-05-20,4716482261138041,7273,2012-09-07,cotton,
343,Patricia,Ayala,_6LpF-Patricia,5%GDs,2008-07-04,343,simple-league,11.34,0,2011-10-13,343,990-334-5007,31401,GA,Savannah,713 East 32nd Street,0,2003-03-17,0,2000-01-08,2021-11-08,343,13,0,2000-09-08,2005-12-28,343,37.6,0,2002-09-22,4929809233448483,2745,2009-02-03,physics_units,
344,Ann,Zollars,bTxd6-Ann,Wi*4,2006-05-02,344,friendly-cowboy,25.46,0,2018-06-07,344,852-894-3812,20003,DC,Washington,736 Sicard Street Southeast,0,2014-11-21,0,2009-01-22,2011-05-06,344,15,0,2009-01-07,2001-08-09,344,26.44,0,2001-03-10,4929652235012380,1235,2009-06-08,corporate,
345,Fred,Bilski,3jYo-Fred,a2Kb,2014-12-02,345,progressive-keyword,25.08,0,2009-06-17,345,419-168-2829,72701,AR,Fayetteville,2130 Loren Circle,0,2009-06-23,0,2009-10-11,2017-04-06,345,16,0,2013-10-18,2020-09-23,345,59.62,0,2012-11-01,4829563875122713,5553,2021-06-27,coding,
346,Donald,Lizardi,STFKk5-Donald,xYL2t,2016-04-24,346,big-clerk,26.18,0,2011-11-07,346,744-197-4200,01603,MA,Worcester,20 Hacker Street,0,2020-03-25,0,2009-04-06,2012-08-13,346,8,0,2006-12-22,2015-05-22,346,57.33,0,2000-05-16,4485408942603383,0778,2006-09-13,corporate_job,
347,James,Hadsall,sM09q-James,A9>cz,2014-08-21,347,sparse-shark,24.72,0,2006-08-13,347,085-213-9415,32405,FL,Panama City,539 Palermo Road,0,2003-02-15,0,2012-09-01,2001-04-14,347,3,0,2011-08-09,2014-08-12,347,65.08,0,2008-10-02,4916203046133307,0517,2010-10-05,fish,
348,Valarie,Fulghum,Bz*A6P-Valarie,9cbO,2006-07-11,348,roaring-beef,20.74,0,2000-08-23,348,054-271-1831,92868,CA,Orange,3827 West Chapman Avenue,0,2020-07-04,0,2018-04-12,2005-03-28,348,10,0,2004-06-14,2014-11-23,348,46.32,0,2007-07-18,4485121979836434,1601,2007-04-15,meat,
349,Frederick,Patrick,H9Hs-Frederick,GPIiM0,2020-12-24,349,pleasant-archive,29.45,0,2003-12-13,349,609-625-8211,94610,CA,Oakland,441 Merritt Avenue,0,2012-01-26,0,2002-02-08,2002-01-21,349,7,0,2000-04-04,2016-12-31,349,75.78,0,2007-07-03,4916559389267071,7622,2002-09-22,history,
350,Nancy,Manora,4nwfO-Nancy,jnKY4,2013-05-10,350,mild-korat,13.88,0,2001-06-24,350,956-178-1374,99508,AK,Anchorage,5116 Emmanuel Avenue,0,2014-05-18,0,2014-08-10,2013-02-17,350,15,0,2008-02-25,2002-11-21,350,38.3,0,2015-10-19,4532321282408235,2218,2005-08-23,cats,
351,Milda,Alcantara,p7ZlE-Milda,q4Up,2012-03-06,351,animato-rebate,10.57,0,2015-08-08,351,662-473-9341,99508,AK,Anchorage,2613 Cottonwood Street,0,2008-05-19,0,2007-08-12,2003-05-14,351,5,0,2003-11-22,2014-11-06,351,91.87,0,2009-04-20,4929479201127244,3667,2007-09-10,shopping,
352,Maurice,Straka,dfH3-Maurice,ic3C,2015-03-16,352,icy-trie,11.98,0,2015-05-04,352,061-443-4363,94501,CA,Alameda,1818 Bay Street,0,2005-03-01,0,2013-09-18,2009-06-11,352,11,0,2007-02-06,2018-10-02,352,20.83,0,2006-04-07,4485217408347744,6370,2014-03-17,data_structures,
353,Maria,Bryant,j1VL-Maria,kgKM4t,2010-04-09,353,optical-food,23.5,0,2011-08-26,353,817-634-3290,94552,CA,Castro Valley,25793 Durrwood Court,0,2016-04-25,0,2008-10-13,2015-09-25,353,8,0,2004-08-25,2001-01-17,353,90.54,0,2002-01-16,4747856060785883,1551,2016-04-28,food,
354,Keri,Carter,nYt4S-Keri,v2W_,2021-04-26,354,stern-prefix,14.02,0,2002-06-24,354,496-056-9730,32404,FL,Panama City,7041 Coe Road,0,2012-12-31,0,2020-05-25,2010-11-02,354,6,0,2011-09-17,2019-09-28,354,40.26,0,2010-06-12,4024007151587226,3632,2003-07-29,web_development,
355,Andrea,Jackson,?f0WF-Andrea,k8OBDL,2007-11-01,355,naive-patio,17.25,0,2006-06-28,355,426-210-6239,36104,AL,Montgomery,709 Mildred Street,0,2021-03-08,0,2017-10-29,2001-03-12,355,10,0,2006-04-09,2012-11-15,355,75.11,0,2012-04-18,4485379005489079,7805,2007-01-08,architecture,
356,Lee,Ramirez,b9WZb-Lee,9pF%,2001-05-09,356,obliging-citadel,11.07,0,2004-05-29,356,686-115-8201,31411,GA,Savannah,27 Cabbage Crossing,0,2020-06-25,0,2016-09-18,2011-12-24,356,10,0,2007-01-26,2014-10-20,356,79.46,0,2006-07-15,4716983305768024,1841,2002-08-21,fortifications,
357,Michael,Hagerty,X8HqT-Michael,ZVox0,2000-11-28,357,every-credenza,14.51,0,2012-04-09,357,654-181-7876,21076,MD,Hanover,7703 Aragorn Court,0,2018-03-21,0,2021-05-21,2015-08-13,357,20,0,2014-02-06,2000-08-31,357,93.89,0,2000-03-19,4024007193467023,1616,2004-02-04,storage,
358,Roy,Donoghue,U71pz-Roy,a(Q0,2018-10-28,358,witty-terrace,14.64,0,2003-06-02,358,727-286-5992,21122,MD,Pasadena,8380 Lockwood Road,0,2001-06-06,0,2016-12-02,2014-05-01,358,0,0,2018-11-01,2011-10-07,358,24.92,0,2012-12-28,4539735258337818,3225,2002-05-18,architecture,
359,Helen,Cain,>JL9x-Helen,6Vy(J,2017-11-23,359,bitter-buyout,27.89,0,2015-10-24,359,540-711-9812,72701,AR,Fayetteville,201 North Locust Avenue,0,2015-02-26,0,2001-01-18,2011-03-17,359,15,0,2017-11-28,2006-10-14,359,65.96,0,2006-09-13,4916624301041804,6628,2020-04-08,accounting,
360,Lydia,Miner,fwxP0J-Lydia,x0muK$,2004-08-01,360,uniform-symbol,29.98,0,2010-04-23,360,936-872-1212,20018,DC,Washington,3708 Fort Lincoln Drive Northeast,0,2006-01-16,0,2008-09-23,2012-11-01,360,20,0,2019-12-20,2005-11-07,360,89.51,0,2004-04-08,4929289791052961,7078,2000-07-02,typography,
361,Jennifer,Durkin,x378RA-Jennifer,B?6q4,2003-09-12,361,radioactive-file,22.46,0,2018-05-12,361,308-513-0737,01104,MA,Springfield,107 West Canton Circle,0,2001-11-26,0,2013-08-30,2016-02-26,361,20,0,2006-12-13,2000-01-10,361,61.74,0,2016-07-29,4916835248756904,0828,2001-04-23,military_army,
362,Marylou,Peterson,8vV9-Marylou,4k&A^,2006-08-29,362,claret-pheasant,25.35,0,2004-10-18,362,685-443-7518,72704,AR,Fayetteville,2622 Martin Luther King Junior Boulevard,0,2002-03-01,0,2011-10-11,2001-11-27,362,6,0,2009-10-11,2007-05-22,362,86.08,0,2020-09-20,4716309528604871,3842,2013-07-19,meat,
363,Judy,Frank,3GvO8-Judy,gW^8,2012-01-12,363,forgiving-hound,15.67,0,2008-10-20,363,392-734-0694,31419,GA,Savannah,10996 Largo Drive,0,2014-07-29,0,2020-07-12,2001-04-23,363,1,0,2010-12-09,2003-04-24,363,79.5,0,2000-12-02,4024007119354446,5013,2003-02-02,dogs,
364,Heidi,Dobransky,$p9N-Heidi,%uEO8,2018-06-04,364,chromatic-islet,10.39,0,2005-02-22,364,844-031-0644,80003,CO,Arvada,6413 Kendall Street,0,2004-05-18,0,2007-11-23,2018-04-10,364,4,0,2019-09-14,2000-09-26,364,27.59,0,2021-04-25,4716398085567787,8488,2008-03-07,water,
365,Jesus,Preyer,0PvM-Jesus,kA?9,2004-11-08,365,staff-fossil,18.56,0,2018-01-25,365,711-054-5616,31404,GA,Savannah,5 Hibiscus Avenue,0,2006-07-09,0,2010-03-04,2002-09-23,365,9,0,2017-03-14,2012-05-29,365,53.53,0,2020-12-05,4485627799562018,3746,2014-01-21,vcs,
366,Mary,Cannon,Q2Hpf4-Mary,c1O+,2012-09-12,366,aged-shift,12.37,0,2000-11-01,366,224-549-1514,37211,TN,Nashville,5113 Village Trace,0,2014-02-16,0,2014-09-28,2019-08-22,366,9,0,2020-03-15,2002-01-08,366,98.05,0,2010-12-03,4539566321104574,6066,2010-02-17,physics_waves,
367,Katherine,Armstrong,4QB?4u-Katherine,gX*8%,2008-08-08,367,connected-loveseat,12.14,0,2003-07-21,367,365-274-0548,72704,AR,Fayetteville,7350 West Wedington Drive,0,2008-09-10,0,2004-12-14,2013-06-06,367,18,0,2001-04-18,2017-12-24,367,94.81,0,2014-04-26,4916165248941730,0403,2020-01-13,furniture,
368,Peter,Williams,13eMM-Peter,s22&F,2003-08-31,368,free-dataset,21.87,0,2020-08-24,368,829-683-4338,85308,AZ,Glendale,7192 West Topeka Drive,0,2015-07-08,0,2007-02-01,2010-03-16,368,2,0,2007-04-15,2011-03-08,368,55.62,0,2008-08-02,4916271865964243,4054,2005-06-02,machine_learning,
369,Trent,Murphy,L4mO!d-Trent,A7xK,2000-10-24,369,sophisticated-altitude,11.57,0,2007-01-17,369,232-342-9932,40207,KY,Louisville,4418 Signal Hill Road,0,2020-08-24,0,2002-07-14,2006-05-27,369,8,0,2017-09-03,2017-12-22,369,26.41,0,2005-06-04,4929309765560953,1055,2017-11-30,geometry,
370,Angela,Morgan,<n4Oh-Angela,8iCX,2012-09-15,370,indulgent-bay,20.43,0,2002-04-24,370,818-066-3061,01843,MA,Lawrence,50 Winthrop Avenue,0,2001-01-09,0,2010-05-04,2021-07-01,370,20,0,2011-03-11,2012-04-26,370,43.28,0,2006-09-09,4929061313810881,4582,2016-07-27,seasonings,
371,Sunshine,Costain,g_4zA-Sunshine,yz7S,2009-04-13,371,odious-wall,14.67,0,2002-07-21,371,962-123-3247,31419,GA,Savannah,10996 Largo Drive,0,2007-08-29,0,2014-04-06,2014-03-25,371,1,0,2001-07-17,2004-03-30,371,30.55,0,2010-03-23,4024007197453565,1782,2000-06-21,infrastructure,
372,Jacob,Power,8hZo-Jacob,u4Nx,2010-03-26,372,paper-division,27.93,0,2005-04-08,372,698-041-0910,99504,AK,Anchorage,7310 East Chester Heights Circle,0,2014-11-30,0,2004-12-17,2004-09-29,372,17,0,2003-10-29,2018-02-08,372,64.14,0,2004-11-03,4106005717273670,1110,2007-11-15,military_navy,
373,Roy,Williams,x5tZU5-Roy,&o1J7S,2018-09-28,373,glum-type,25.32,0,2013-04-26,373,307-388-4525,85382,AZ,Peoria,7027 West Phelps Road,0,2021-07-01,0,2020-04-13,2003-05-31,373,17,0,2010-03-23,2003-11-08,373,61.26,0,2011-06-11,4916813016683667,2357,2009-01-20,design,
374,Karen,James,J3xG-Karen,yyCo36,2017-01-07,374,burning-boom,16.68,0,2003-10-17,374,512-541-9124,31404,GA,Savannah,1939 Greenwood Street,0,2004-03-27,0,2013-08-18,2019-01-03,374,1,0,2018-12-01,2002-01-12,374,57.63,0,2016-09-23,4485991602052272,7586,2006-12-09,filmmaking,
375,Marion,Holderman,K41Ps-Marion,eX(6,2000-06-17,375,vintage-torus,23.77,0,2006-03-24,375,623-315-7889,94541,CA,Hayward,450 C Street,0,2018-11-04,0,2018-05-03,2008-09-06,375,19,0,2005-03-14,2018-09-29,375,37.74,0,2008-03-10,4024007177696720,5344,2005-06-24,3d_graphics,
376,William,Davis,3mPa-William,VD5x,2015-12-13,376,nearest-romano,20.23,0,2010-11-29,376,293-558-5410,31406,GA,Savannah,105 Hunt Club Court,0,2015-06-12,0,2016-05-29,2013-10-02,376,20,0,2004-12-15,2014-05-03,376,71.8,0,2015-10-13,4916250976837001,0304,2002-06-02,cheese,
377,Helen,Wheeler,vx8cO-Helen,P7Su,2013-03-21,377,coral-walnut,16.8,0,2000-12-23,377,200-412-6950,94545,CA,Hayward,25538 Calaroga Avenue,0,2012-06-16,0,2015-03-07,2017-04-17,377,16,0,2017-10-21,2017-01-16,377,89.08,0,2000-02-12,4485039525349738,5102,2014-08-30,wood,
378,James,Stone,8QPYz-James,zC?v9,2017-08-01,378,tomato-sensor,24.1,0,2003-12-15,378,641-418-1036,21061,MD,Glen Burnie,700 Towering Oak Court,0,2021-04-11,0,2020-06-24,2011-01-21,378,15,0,2006-09-11,2009-10-07,378,34.69,0,2006-11-17,4556929267850014,1674,2000-01-08,car_parts,
379,Kelvin,Davis,Nz5P8-Kelvin,Mr<29g,2002-02-09,379,concentric-viper,14.78,0,2005-06-22,379,740-951-8316,73159,OK,Oklahoma City,7132 South Villa Avenue,0,2012-09-27,0,2019-04-09,2011-08-25,379,8,0,2006-04-23,2018-10-26,379,53.35,0,2006-06-19,4539423767026160,3400,2016-03-29,apex_predators,
380,Norman,Weal,Z73j-Norman,.ZwS2w,2009-03-30,380,amortized-ghost,22.59,0,2010-10-15,380,281-236-7712,01106,MA,Longmeadow,73 Twin Hills Drive,0,2000-04-02,0,2007-03-13,2005-10-07,380,10,0,2009-08-01,2007-01-20,380,62.3,0,2021-01-05,4369472215999010,3683,2005-09-30,ghosts,
381,Adam,Smith,RtY7-Adam,3Kit,2009-01-26,381,celeste-setback,17.06,0,2015-10-10,381,985-799-2363,72730,AR,Farmington,110 Allen Place,0,2002-11-18,0,2005-08-22,2013-03-01,381,9,0,2019-06-28,2001-07-10,381,13.77,0,2002-04-15,4532702940130131,8206,2020-10-03,construction,
382,James,Burton,3amU-James,(0c6hC,2006-09-20,382,irregular-spitz,10.27,0,2010-08-07,382,537-153-2888,37211,TN,Nashville,510 Leeanne Drive,0,2020-02-19,0,2004-08-22,2016-06-13,382,5,0,2005-11-06,2008-03-30,382,91.22,0,2018-02-07,4916967569695427,2011,2020-02-07,dogs,
383,Glenda,Jones,r*7Jy-Glenda,*5zP,2016-12-26,383,creamy-classifier,26.06,0,2006-09-02,383,583-693-2514,72704,AR,Fayetteville,3164 West Woodfield Way,0,2017-01-23,0,2009-02-12,2002-02-17,383,19,0,2014-11-11,2005-03-09,383,50.32,0,2008-04-04,4916924619613645,5404,2020-05-19,machine_learning,
384,Dominick,Leahy,_Os6&-Dominick,v^Rw5,2013-04-03,384,regional-mean,11.35,0,2009-01-04,384,648-727-8589,99503,AK,Anchorage,4516 Old Seward Highway,0,2008-09-16,0,2021-03-17,2012-05-29,384,20,0,2001-03-04,2013-08-02,384,73.88,0,2017-07-29,4916421454808638,5030,2013-04-08,algorithms,
385,Robert,Crosson,x8vlC-Robert,YgV?U0,2021-09-21,385,silent-antagonist,15.15,0,2003-06-19,385,550-008-2498,40228,KY,Louisville,8716 Astrid Avenue,0,2015-09-03,0,2014-04-18,2010-07-15,385,18,0,2002-09-21,2004-04-03,385,81.43,0,2001-02-05,4539516611225589,4442,2020-07-18,screenwriting,
386,Linda,Hughes,3AZz-Linda,rc5U,2005-06-02,386,isobaric-embassy,12.49,0,2020-03-20,386,910-930-5912,36108,AL,Montgomery,4328 Brewer Road,0,2020-09-03,0,2004-06-22,2013-11-29,386,16,0,2003-01-25,2015-03-16,386,91.88,0,2020-08-11,4929858560396468,1862,2019-05-18,buildings,
387,Mary,Young,yrxV0-Mary,g4H<,2004-08-03,387,flat-triangle,22.17,0,2019-03-20,387,211-197-7621,94579,CA,San Leandro,1383 Purdue Street,0,2020-11-26,0,2015-03-18,2002-08-16,387,16,0,2002-06-24,2020-06-01,387,59.62,0,2018-08-24,4916292278996473,1821,2012-11-17,music_instruments,
388,Normand,Witt,8Vora-Normand,sq6P,2013-03-29,388,perfect-aside,22.65,0,2009-04-30,388,715-207-4731,02141,MA,Cambridge,599 Cambridge Street,0,2004-12-02,0,2013-11-02,2000-10-13,388,7,0,2019-06-30,2014-09-16,388,97.89,0,2006-07-20,4466318132101119,6746,2001-09-23,screenwriting,
389,Kenneth,Moreno,nDq%8Y-Kenneth,21hSM,2007-05-21,389,ivory-boundary,21.31,0,2016-12-17,389,067-822-3919,81501,CO,Grand Junction,378 Bonny Street,0,2011-11-13,0,2014-10-15,2002-11-12,389,5,0,2003-12-22,2012-01-17,389,15.03,0,2017-04-15,4539909522627052,0700,2010-10-18,machine_learning,
390,James,Lewis,IdP5-James,%mI8_w,2003-03-28,390,legato-space,28.35,0,2013-09-02,390,686-263-6024,85308,AZ,Glendale,20251 North 75th Avenue,0,2003-01-22,0,2017-11-05,2012-10-26,390,18,0,2008-06-07,2015-06-07,390,32.22,0,2011-04-10,4929696966690591,6482,2004-02-29,linear_algebra,
391,Austin,Ray,5!pBlE-Austin,R1YQal,2020-10-25,391,global-schnauser,16.67,0,2010-06-12,391,314-165-0178,20011,DC,Washington,802 Madison Street Northwest,0,2006-05-01,0,2009-07-15,2003-02-14,391,3,0,2021-09-02,2014-01-23,391,64.92,0,2007-07-19,4716869134804652,3508,2000-11-17,dogs,
392,Donald,Holley,i7r(Z-Donald,wu3X,2017-10-29,392,compact-allegory,23.87,0,2013-02-14,392,096-329-6274,99507,AK,Anchorage,8841 Tempest Circle,0,2018-01-09,0,2003-02-07,2016-01-16,392,14,0,2010-07-17,2009-04-20,392,61.65,0,2005-07-27,4859164089695686,1543,2007-08-19,screenwriting,
393,Travis,Levels,0FtJS-Travis,eO1a,2018-05-29,393,dyadic-phantasm,27.72,0,2016-09-30,393,284-468-5442,21012,MD,Arnold,1102 Spy Glass Drive,0,2006-12-10,0,2007-08-17,2009-06-13,393,13,0,2018-03-16,2016-06-27,393,64.91,0,2014-05-04,4556904981236949,5450,2014-08-31,ghosts,
394,Irma,Powers,l2iOtD-Irma,2j6L5,2015-07-04,394,oriented-scene,17.53,0,2008-05-16,394,556-285-0909,94550,CA,Livermore,1226 Blossom Circle,0,2009-12-23,0,2007-09-05,2004-09-12,394,18,0,2006-05-23,2006-06-15,394,19.26,0,2019-09-04,4916279214249976,4660,2020-04-23,gaming,
395,Leonard,Denson,%xV2-Leonard,gFJ2,2014-08-25,395,plum-apricot,17.15,0,2005-08-11,395,008-588-1586,99508,AK,Anchorage,4050 Lake Otis Parkway,0,2021-09-02,0,2017-09-23,2009-07-05,395,19,0,2014-11-11,2001-05-20,395,52.17,0,2000-10-10,4556419216269243,5711,2019-06-01,fruit,
396,Anne,Wynne,sC0rFe-Anne,+4qS,2004-07-08,396,patient-date,21.06,0,2018-10-27,396,923-679-2738,05819,VT,Saint Johnsbury,60 Bagley Street,0,2021-06-22,0,2001-06-08,2006-02-27,396,10,0,2001-04-02,2003-12-27,396,17.4,0,2011-07-08,4539598880161646,4565,2021-12-18,history,
397,Susan,Flynn,upH<w9-Susan,8$Md,2016-11-26,397,dynamic-lath,26.93,0,2012-04-13,397,987-691-2985,20002,DC,Washington,827 10th Street Northeast,0,2021-05-11,0,2015-02-26,2020-04-25,397,1,0,2008-10-08,2017-09-15,397,14.99,0,2020-05-19,4929522540201681,7265,2015-05-16,construction,
398,Randall,Trotter,?d9Kng-Randall,2Qf2AS,2009-10-13,398,figurative-keyword,14.06,0,2019-06-17,398,104-156-5174,05841,VT,Greensboro,529 Barr Hill Road,0,2005-10-17,0,2005-06-22,2013-02-10,398,9,0,2001-03-08,2005-02-22,398,86.01,0,2008-07-06,4716978756613398,8406,2013-06-22,web_development,
399,Michael,Allen,0RNc-Michael,0W%cn,2004-11-19,399,flat-humanist,23.24,0,2003-03-09,399,049-552-5630,80004,CO,Arvada,6434 Wright Street,0,2020-04-18,0,2006-10-04,2008-05-25,399,5,0,2000-07-16,2007-10-25,399,47.46,0,2020-04-10,4087857514858449,4520,2002-02-24,typography,
